0.0.0.0,255.255.255.255,2,600,1493084689.992965,1493084690.114468,0.121503,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,
17.188.165.202,128.180.141.148,7,2587,1493084692.717544,1493084693.146636,0.033233,234906.816327,0.005399,7,1686,1493084692.682825,1493084692.934464,0.034076,37628.122449,0.000209,
17.188.165.209,128.180.141.148,4,212,1493083345.880056,1493084404.186343,157.212299,0.000000,153812.707561,4,372,1493083345.848893,1493084403.125019,157.213710,192.000000,154053.925000,
17.249.124.9,128.180.141.148,12,2997,1493084692.878810,1493084693.436701,0.051601,155266.520833,0.002861,11,3687,1493084692.867612,1493084693.114544,0.013324,93133.421488,0.000286,
17.249.124.72,128.180.141.148,6,350,1493083346.908025,1493084693.000167,155.201170,56.888889,111349.601492,8,2317,1493083346.881436,1493084419.295781,1.334401,140419.734375,95972.759273,
17.253.14.125,128.180.141.148,2,96,1493084301.252711,1493084302.488049,1.235338,0.000000,0.000000,2,96,1493084301.241917,1493084302.477413,1.235496,0.000000,0.000000,
23.50.76.28,128.180.141.148,5,617,1493084708.828525,1493084709.002047,0.017795,6036.640000,0.004209,8,1395,1493084708.814108,1493084708.892591,0.003357,49654.234375,0.000230,
23.99.109.64,128.180.141.148,127,169472,1493082794.577659,1493082798.000635,0.000006,36551.645979,0.009690,5,1113,1493082794.272352,1493082795.192952,0.274847,62542.640000,0.070143,
23.101.30.126,128.180.141.148,14,12744,1493082798.674303,1493082941.318631,0.305494,318150.489796,1341.501282,12,2344,1493082798.285592,1493082939.273340,0.266100,21459.555556,1732.257076,
23.203.18.185,128.180.141.148,5,3986,1493084696.724087,1493084696.795308,0.030988,336354.160000,0.000308,5,591,1493084696.708700,1493084696.765737,0.015135,9409.360000,0.000297,
23.209.73.29,128.180.141.148,12,1296,1493082643.329404,1493083013.001819,0.052079,6216.333333,4545.142141,14,2714,1493082643.315004,1493082942.946745,0.003555,53711.265306,6370.153098,
23.209.84.241,128.180.141.148,1,31,1493082510.242105,1493082510.242105,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,
54.88.208.223,128.180.141.148,6,4713,1493083924.956386,1493083925.137622,0.000670,358954.250000,0.004019,14,15541,1493083924.937000,1493083925.008300,0.000002,244090.637755,0.000082,
74.125.22.155,128.180.141.148,12,1072,1493084356.601023,1493084356.649524,0.000896,4806.555556,0.000066,11,2703,1493084356.571613,1493084356.650516,0.002930,66923.652893,0.000091,
74.125.192.188,128.180.141.148,2,62,1493084006.394627,1493084692.807397,686.412770,0.000000,0.000000,1,33,1493084006.394916,1493084006.394916,0.000000,0.000000,0.000000,
96.6.190.151,128.180.141.148,13,1400,1493083843.044107,1493084213.042046,0.027460,5739.289941,4256.547974,14,2714,1493083843.027653,1493084142.984946,0.003451,53711.265306,6385.086265,
103.211.228.68,128.180.141.148,45,36493,1493083462.745988,1493083487.106165,0.031541,204911.064691,7.487859,27,12744,1493083462.481237,1493083486.833132,0.199158,96.148148,12.358127,
103.251.128.85,128.180.141.148,2,573,1493083909.004030,1493083909.004036,0.000006,79242.250000,0.000000,2,1386,1493083908.704725,1493083908.704807,0.000082,196.000000,0.000000,
103.251.128.86,128.180.141.148,111,55737,1493082500.016287,1493084723.742079,0.000524,244590.206964,2242.180798,72,50977,1493082499.734260,1493084723.331793,0.000163,545.985918,2972.787934,
104.88.43.75,128.180.141.148,15,5457,1493083242.906186,1493083613.173368,0.015559,251709.626667,3779.200944,16,2865,1493083242.889656,1493083543.114266,0.003704,48827.183594,5601.820289,
128.180.1.1,128.180.141.148,140,32095,1493082486.824895,1493084708.799557,0.168453,25084.530357,1775.715329,140,6171,1493082486.822847,1493084708.782528,0.186825,123.143827,1799.111103,
128.180.1.81,128.180.141.148,132,172408,1493084351.188559,1493084402.633232,0.000007,63991.470156,18.293249,20,14054,1493084351.183052,1493084352.526655,0.008569,297995.410000,0.028242,
128.180.2.9,128.180.141.148,2,600,1493083343.647455,1493084243.690169,900.042714,0.000000,0.000000,2,600,1493083343.644487,1493084243.687375,900.042888,0.000000,0.000000,
128.180.141.148,128.180.143.253,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,300,1493084690.119470,1493084690.119470,0.000000,0.000000,0.000000,
128.180.141.148,128.180.143.255,74,9268,1493082481.596836,1493084719.072147,30.068819,562.562454,1014.071011,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,
128.180.141.148,162.125.4.3,12,4500,1493082487.289413,1493084320.444244,0.024175,48427.333333,125494.869493,27,22802,1493082487.304644,1493084380.618541,0.013764,312330.175583,51748.804842,
128.180.141.148,162.125.18.133,37,24143,1493082500.894402,1493084692.611609,63.191925,30265.330898,2633.996519,40,16536,1493082500.890085,1493084692.573796,61.645561,162809.040000,2695.072389,
128.180.141.148,162.125.32.5,33,20312,1493082502.634242,1493084239.238423,0.084317,330667.280073,44628.680089,34,24699,1493082502.718124,1493084299.468631,0.082404,346769.540657,34026.559700,
128.180.141.148,162.125.32.12,6,1037,1493084132.716907,1493084132.923053,0.096518,21213.138889,0.002674,5,3682,1493084132.796191,1493084133.079707,0.098275,292336.240000,0.005885,
128.180.141.148,168.61.172.71,5,1113,1493082937.381902,1493082937.586355,0.059729,62542.640000,0.003521,128,171829,1493082937.438212,1493082937.902582,0.000009,29273.258240,0.000217,
128.180.141.148,172.217.3.37,9,3364,1493084350.844815,1493084350.960536,0.010467,268259.283951,0.000485,11,4590,1493084350.866846,1493084350.959385,0.000655,229423.289256,0.000268,
128.180.141.148,172.217.3.40,8,1319,1493084352.560465,1493084352.644461,0.010096,34889.859375,0.000163,24,25928,1493084352.586834,1493084352.644057,0.000514,250523.972222,0.000029,
128.180.141.148,172.217.3.42,13,5166,1493082696.720462,1493082703.407881,0.059182,57590.390533,3.610061,13,9042,1493082696.744996,1493082703.474240,0.053453,144229.786982,3.073835,
128.180.141.148,172.217.3.45,7,3324,1493084351.104599,1493084351.177174,0.005187,327018.122449,0.000250,6,3189,1493084351.127071,1493084351.226002,0.002472,282081.583333,0.000556,
128.180.141.148,172.217.3.46,10,1859,1493083793.915902,1493083794.043528,0.010443,47464.890000,0.000309,8,1129,1493083793.938134,1493084034.044710,0.013302,27803.359375,7055.985591,
128.180.141.148,172.217.5.225,16,7806,1493084691.618476,1493084692.094462,0.022810,112185.984375,0.001707,16,9821,1493084691.639764,1493084692.232720,0.000511,204677.027344,0.003286,
128.180.141.148,172.217.5.234,142,55523,1493082666.642297,1493084352.514441,0.025742,69377.584457,8239.006388,150,101439,1493082666.665944,1493084352.472027,0.009406,166150.979067,7368.786921,
128.180.141.148,172.217.5.238,9,2335,1493084695.802201,1493084695.878011,0.010604,154506.246914,0.000118,10,4863,1493084695.823948,1493084695.877049,0.000667,338632.010000,0.000069,
128.180.141.148,172.217.7.138,132,53968,1493083449.550609,1493084329.855740,0.059302,64281.583104,3248.305606,130,91193,1493083449.573561,1493084329.922701,0.051075,148193.757456,3024.679065,
128.180.141.148,172.217.7.170,13,5166,1493082516.131197,1493082523.021199,0.023397,57590.390533,3.412763,13,9246,1493082516.154791,1493082523.114589,0.062124,144408.792899,3.171451,
128.180.141.148,172.217.7.174,23,7249,1493082677.755622,1493083173.976625,0.002735,209258.404537,10807.327334,22,5700,1493082677.778096,1493083414.003470,0.021674,197349.991736,6573.570521,
128.180.141.148,172.217.7.200,11,2762,1493084352.209509,1493084352.403800,0.023967,139007.355372,0.000271,24,21362,1493084352.232236,1493084352.402831,0.000492,367047.659722,0.000612,
128.180.141.148,172.217.7.202,13,5166,1493082485.988308,1493082492.820786,0.023530,57590.390533,3.407966,14,9731,1493082486.011847,1493082492.889794,0.018194,137354.352041,2.990023,
128.180.141.148,172.217.7.206,48,45289,1493083399.922955,1493083402.228090,0.000232,325029.749566,0.068689,22,2520,1493082697.705919,1493083642.255269,0.002081,9197.247934,23863.318612,
128.180.141.148,172.217.7.234,130,53064,1493083780.795916,1493084058.686157,0.057841,65241.442840,39.239051,130,90726,1493083780.820045,1493084058.753798,0.050141,148817.403787,36.265825,
128.180.141.148,172.217.7.235,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,63,1493082685.015827,1493082685.015827,0.000000,0.000000,0.000000,
128.180.141.148,172.217.7.238,19,5303,1493082619.865152,1493082622.094644,0.002754,147141.041551,0.214562,15,1800,1493082619.886606,1493082862.059303,0.010632,12918.266667,3746.764993,
128.180.141.148,172.217.8.10,52,22068,1493082546.179276,1493084420.584083,0.060301,76280.621302,65999.319279,52,36594,1493082546.201852,1493084420.655866,0.054213,144980.312130,62197.694411,
128.180.141.148,173.194.68.99,8,1955,1493084695.748107,1493084695.832790,0.009355,102703.734375,0.000142,8,1140,1493084695.777330,1493084695.830840,0.000752,10867.500000,0.000101,
128.180.141.148,173.194.68.189,32,1881,1493082484.480772,1493082678.576083,0.694752,3037.608398,48.849378,39,2405,1493082484.454318,1493082678.618578,0.150621,2186.735043,45.461172,
128.180.141.148,173.194.205.188,3,984,1493084692.686746,1493084692.766819,0.049503,18064.666667,0.000090,4,434,1493084692.716676,1493084692.829073,0.029490,2182.250000,0.000990,
128.180.141.148,192.30.253.124,44,1540,1493082508.263204,1493084371.054105,60.103747,0.000000,665.823663,33,1364,1493082508.262957,1493084371.053752,60.108931,3416.888889,109.235544,
128.180.141.148,192.70.222.43,1,187,1493084692.612418,1493084692.612418,0.000000,0.000000,0.000000,6,7314,1493084692.628679,1493084692.631010,0.000466,111005.000000,0.000000,
128.180.141.148,192.70.222.65,1,187,1493084692.702381,1493084692.702381,0.000000,0.000000,0.000000,6,7230,1493084692.719126,1493084692.719196,0.000002,132845.000000,0.000000,
128.180.141.148,203.205.146.16,33,10448,1493082504.578377,1493084692.826574,64.886242,3513.329660,4861.848521,55,15841,1493082494.541601,1493084713.677701,10.034779,142960.490579,3967.340480,
128.180.141.148,203.205.146.17,5,3772,1493083052.983916,1493084692.462456,439.473362,3398.640000,240288.181931,5,2448,1493083053.347150,1493084692.742313,439.441031,19272.640000,240263.535073,
128.180.141.148,203.205.167.188,1,352,1493083052.668239,1493083052.668239,0.000000,0.000000,0.000000,1,1084,1493083052.698476,1493083052.698476,0.000000,0.000000,0.000000,
128.180.141.148,209.85.201.106,6,764,1493082676.907391,1493082678.596024,0.031358,26364.888889,0.382102,8,640,1493082676.939161,1493082918.688982,0.000649,1777.000000,7042.635888,
128.180.141.148,216.58.217.74,13,5166,1493082907.474774,1493082914.293420,0.023873,57590.390533,3.432068,13,9068,1493082907.498235,1493082914.368823,0.051075,143480.402367,3.177944,
128.180.141.148,216.58.217.78,11,3847,1493084353.359632,1493084355.493044,0.012329,201151.471074,0.367651,23,18466,1493084353.382227,1493084355.493020,0.000355,340015.069943,0.184480,
128.180.141.148,216.58.217.97,12,5860,1493083511.041061,1493083511.335767,0.023183,146259.055556,0.001251,12,7607,1493083511.064491,1493083511.368300,0.000653,287304.076389,0.001817,
128.180.141.148,216.58.217.106,143,58230,1493082606.469384,1493083757.396444,0.058272,64555.532300,5690.538917,144,100697,1493082606.493160,1493083757.469079,0.049891,147196.453655,5218.325774,
128.180.141.148,216.58.217.138,125,48857,1493082877.382014,1493084692.217729,0.055572,67960.955264,20705.446281,127,86539,1493082877.406140,1493084692.216479,0.052042,161576.651249,18591.827872,
128.180.141.148,216.58.217.170,88,35187,1493082576.287274,1493084706.326645,0.024402,63102.739540,41435.059882,88,62019,1493082576.311079,1493084706.414159,0.053176,152430.318053,39087.935143,
128.180.141.148,216.58.218.234,13,5634,1493082636.502903,1493082643.580897,0.065264,82186.698225,3.672404,13,9045,1493082636.525797,1493082643.647733,0.056146,144328.177515,3.446730,
128.180.141.148,220.243.225.102,1,339,1493083487.192388,1493083487.192388,0.000000,0.000000,0.000000,146,199658,1493083487.306580,1493083487.357771,0.000005,12513.222181,0.000001,
128.180.141.148,223.252.199.6,126,6717,1493082496.795388,1493084722.959331,18.336676,4837.499433,686.404100,85,1052,1493082496.794932,1493084718.490471,25.395237,794.681799,881.771065,
128.180.141.148,224.0.0.251,10,2275,1493084691.520969,1493084702.710440,1.002317,4357.650000,1.596644,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,
128.180.141.148,239.255.255.250,51,8925,1493082566.811854,1493084696.946330,3.668882,0.000000,4084.824093,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,
128.180.141.148,255.255.255.255,65,8710,1493082502.100649,1493084719.071706,30.070534,0.000000,1316.247340,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,
